"Fecha_de_reporte","Codigo_pais","Paises","Region","Casos_nuevos","Casos_acumulados","defunciones_nuevas","defunciones_acumuladas"
"2020-03-06","AF","Afghanistan","EMRO",0,5,0,0
"2020-03-07","AF","Afghanistan","EMRO",3,8,0,0
"2020-03-08","AF","Afghanistan","EMRO",0,8,0,0
"2020-03-09","AF","Afghanistan","EMRO",0,8,0,0
"2020-03-10","AF","Afghanistan","EMRO",0,8,0,0
"2020-03-11","AF","Afghanistan","EMRO",3,11,0,0
"2020-03-12","AF","Afghanistan","EMRO",0,11,0,0
"2020-03-13","AF","Afghanistan","EMRO",0,11,0,0
"2020-03-14","AF","Afghanistan","EMRO",3,14,0,0
"2020-03-15","AF","Afghanistan","EMRO",6,20,0,0
"2020-03-16","AF","Afghanistan","EMRO",5,25,0,0
"2020-03-17","AF","Afghanistan","EMRO",1,26,0,0
"2020-03-18","AF","Afghanistan","EMRO",0,26,0,0
"2020-03-19","AF","Afghanistan","EMRO",0,26,0,0
"2020-03-20","AF","Afghanistan","EMRO",-2,24,0,0
"2020-03-21","AF","Afghanistan","EMRO",0,24,0,0
"2020-03-22","AF","Afghanistan","EMRO",10,34,0,0
"2020-03-23","AF","Afghanistan","EMRO",6,40,1,1
"2020-03-24","AF","Afghanistan","EMRO",2,42,0,1
"2020-03-25","AF","Afghanistan","EMRO",32,74,0,1
"2020-03-26","AF","Afghanistan","EMRO",6,80,1,2
"2020-03-27","AF","Afghanistan","EMRO",11,91,0,2
"2020-03-28","AF","Afghanistan","EMRO",15,106,1,3
"2020-03-29","AF","Afghanistan","EMRO",8,114,1,4
"2020-03-30","AF","Afghanistan","EMRO",0,114,0,4
"2020-03-31","AF","Afghanistan","EMRO",52,166,0,4
"2020-04-01","AF","Afghanistan","EMRO",26,192,0,4
"2020-04-02","AF","Afghanistan","EMRO",43,235,0,4
"2020-04-03","AF","Afghanistan","EMRO",34,269,1,5
"2020-04-04","AF","Afghanistan","EMRO",1,270,0,5
"2020-04-05","AF","Afghanistan","EMRO",29,299,2,7
"2020-04-06","AF","Afghanistan","EMRO",38,337,0,7
"2020-04-07","AF","Afghanistan","EMRO",30,367,4,11
"2020-04-08","AF","Afghanistan","EMRO",56,423,3,14
"2020-04-09","AF","Afghanistan","EMRO",61,484,1,15
"2020-04-10","AF","Afghanistan","EMRO",37,521,0,15
"2020-04-11","AF","Afghanistan","EMRO",0,521,0,15
"2020-04-12","AF","Afghanistan","EMRO",34,555,3,18
"2020-04-13","AF","Afghanistan","EMRO",110,665,3,21
"2020-04-14","AF","Afghanistan","EMRO",49,714,2,23
"2020-04-15","AF","Afghanistan","EMRO",70,784,2,25
"2020-04-16","AF","Afghanistan","EMRO",10,794,4,29
"2020-04-17","AF","Afghanistan","EMRO",51,845,1,30
"2020-04-18","AF","Afghanistan","EMRO",63,908,0,30
"2020-04-19","AF","Afghanistan","EMRO",88,996,3,33
"2020-04-20","AF","Afghanistan","EMRO",0,996,0,33
"2020-04-21","AF","Afghanistan","EMRO",96,1092,3,36
"2020-04-22","AF","Afghanistan","EMRO",84,1176,4,40
"2020-04-23","AF","Afghanistan","EMRO",0,1176,0,40
"2020-04-24","AF","Afghanistan","EMRO",50,1226,0,40
"2020-04-25","AF","Afghanistan","EMRO",237,1463,7,47
"2020-04-26","AF","Afghanistan","EMRO",0,1463,2,49
"2020-04-27","AF","Afghanistan","EMRO",240,1703,8,57
"2020-04-28","AF","Afghanistan","EMRO",124,1827,3,60
"2020-04-29","AF","Afghanistan","EMRO",0,1827,0,60
"2020-04-30","AF","Afghanistan","EMRO",344,2171,4,64
"2020-05-01","AF","Afghanistan","EMRO",0,2171,0,64
"2020-05-02","AF","Afghanistan","EMRO",298,2469,8,72
"2020-05-03","AF","Afghanistan","EMRO",0,2469,0,72
"2020-05-04","AF","Afghanistan","EMRO",0,2469,0,72
"2020-05-05","AF","Afghanistan","EMRO",755,3224,23,95
"2020-05-06","AF","Afghanistan","EMRO",168,3392,9,104
"2020-05-07","AF","Afghanistan","EMRO",171,3563,1,105
"2020-05-08","AF","Afghanistan","EMRO",0,3563,0,105
"2020-05-09","AF","Afghanistan","EMRO",478,4041,10,115
"2020-05-10","AF","Afghanistan","EMRO",361,4402,4,119
"2020-05-11","AF","Afghanistan","EMRO",262,4664,2,121
"2020-05-12","AF","Afghanistan","EMRO",303,4967,6,127
"2020-05-13","AF","Afghanistan","EMRO",259,5226,3,130
"2020-05-14","AF","Afghanistan","EMRO",113,5339,6,136
"2020-05-15","AF","Afghanistan","EMRO",714,6053,17,153
"2020-05-16","AF","Afghanistan","EMRO",349,6402,15,168
"2020-05-17","AF","Afghanistan","EMRO",262,6664,1,169
"2020-05-18","AF","Afghanistan","EMRO",408,7072,4,173
"2020-05-19","AF","Afghanistan","EMRO",583,7655,4,177
"2020-05-20","AF","Afghanistan","EMRO",490,8145,10,187
"2020-05-21","AF","Afghanistan","EMRO",531,8676,6,193
"2020-05-22","AF","Afghanistan","EMRO",540,9216,12,205
"2020-05-23","AF","Afghanistan","EMRO",736,9952,10,215
"2020-05-24","AF","Afghanistan","EMRO",716,10668,7,222
"2020-05-25","AF","Afghanistan","EMRO",512,11180,1,223
"2020-05-26","AF","Afghanistan","EMRO",737,11917,1,224
"2020-05-27","AF","Afghanistan","EMRO",548,12465,6,230
"2020-05-28","AF","Afghanistan","EMRO",637,13102,9,239
"2020-05-29","AF","Afghanistan","EMRO",643,13745,11,250
"2020-05-30","AF","Afghanistan","EMRO",784,14529,2,252
"2020-05-31","AF","Afghanistan","EMRO",651,15180,2,254
"2020-06-01","AF","Afghanistan","EMRO",656,15836,15,269
"2020-06-02","AF","Afghanistan","EMRO",742,16578,5,274
"2020-06-03","AF","Afghanistan","EMRO",775,17353,24,298
"2020-06-04","AF","Afghanistan","EMRO",624,17977,5,303
"2020-06-05","AF","Afghanistan","EMRO",1078,19055,10,313
"2020-06-06","AF","Afghanistan","EMRO",582,19637,18,331
"2020-06-07","AF","Afghanistan","EMRO",791,20428,30,361
"2020-06-08","AF","Afghanistan","EMRO",575,21003,12,373
"2020-06-09","AF","Afghanistan","EMRO",305,21308,7,380
"2020-06-10","AF","Afghanistan","EMRO",920,22228,29,409
"2020-06-11","AF","Afghanistan","EMRO",748,22976,21,430
"2020-06-12","AF","Afghanistan","EMRO",656,23632,20,450
"2020-06-13","AF","Afghanistan","EMRO",556,24188,5,455
"2020-06-14","AF","Afghanistan","EMRO",664,24852,20,475
"2020-06-15","AF","Afghanistan","EMRO",761,25613,5,480
"2020-06-16","AF","Afghanistan","EMRO",106,25719,8,488
"2020-06-17","AF","Afghanistan","EMRO",1241,26960,20,508
"2020-06-18","AF","Afghanistan","EMRO",463,27423,42,550
"2020-06-19","AF","Afghanistan","EMRO",541,27964,2,552
"2020-06-20","AF","Afghanistan","EMRO",419,28383,0,552
"2020-06-21","AF","Afghanistan","EMRO",536,28919,33,585
"2020-06-22","AF","Afghanistan","EMRO",310,29229,17,602
"2020-06-23","AF","Afghanistan","EMRO",338,29567,20,622
"2020-06-24","AF","Afghanistan","EMRO",159,29726,21,643
"2020-06-25","AF","Afghanistan","EMRO",535,30261,36,679
"2020-06-26","AF","Afghanistan","EMRO",85,30346,5,684
"2020-06-27","AF","Afghanistan","EMRO",356,30702,23,707
"2020-06-28","AF","Afghanistan","EMRO",351,31053,26,733
"2020-06-29","AF","Afghanistan","EMRO",271,31324,4,737
"2020-06-30","AF","Afghanistan","EMRO",121,31445,2,739
"2020-07-01","AF","Afghanistan","EMRO",403,31848,39,778
"2020-07-02","AF","Afghanistan","EMRO",260,32108,33,811
"2020-07-03","AF","Afghanistan","EMRO",302,32410,12,823
"2020-07-04","AF","Afghanistan","EMRO",348,32758,7,830
"2020-07-05","AF","Afghanistan","EMRO",279,33037,38,868
"2020-07-06","AF","Afghanistan","EMRO",113,33150,23,891
"2020-07-07","AF","Afghanistan","EMRO",320,33470,33,924
"2020-07-08","AF","Afghanistan","EMRO",210,33680,16,940
"2020-07-09","AF","Afghanistan","EMRO",59,33739,1,941
"2020-07-10","AF","Afghanistan","EMRO",541,34280,34,975
"2020-07-11","AF","Afghanistan","EMRO",157,34437,4,979
"2020-07-12","AF","Afghanistan","EMRO",100,34537,35,1014
"2020-07-13","AF","Afghanistan","EMRO",4,34541,2,1016
"2020-07-14","AF","Afghanistan","EMRO",285,34826,33,1049
"2020-07-15","AF","Afghanistan","EMRO",200,35026,49,1098
"2020-07-16","AF","Afghanistan","EMRO",130,35156,19,1117
"2020-07-17","AF","Afghanistan","EMRO",159,35315,34,1151
"2020-07-18","AF","Afghanistan","EMRO",60,35375,0,1151
"2020-07-19","AF","Afghanistan","EMRO",186,35561,34,1185
"2020-07-20","AF","Afghanistan","EMRO",34,35595,2,1187
"2020-07-21","AF","Afghanistan","EMRO",106,35701,1,1188
"2020-07-22","AF","Afghanistan","EMRO",112,35813,6,1194
"2020-07-23","AF","Afghanistan","EMRO",188,36001,21,1215
"2020-07-24","AF","Afghanistan","EMRO",66,36067,14,1229
"2020-07-25","AF","Afghanistan","EMRO",55,36122,21,1250
"2020-07-26","AF","Afghanistan","EMRO",121,36243,13,1263
"2020-07-27","AF","Afghanistan","EMRO",106,36349,10,1273
"2020-07-28","AF","Afghanistan","EMRO",105,36454,1,1274
"2020-07-29","AF","Afghanistan","EMRO",103,36557,1,1275
"2020-07-30","AF","Afghanistan","EMRO",71,36628,0,1275
"2020-07-31","AF","Afghanistan","EMRO",0,36628,0,1275
"2020-08-01","AF","Afghanistan","EMRO",168,36796,12,1287
"2020-08-02","AF","Afghanistan","EMRO",0,36796,0,1287
"2020-08-03","AF","Afghanistan","EMRO",0,36796,0,1287
"2020-08-04","AF","Afghanistan","EMRO",37,36833,5,1292
"2020-08-05","AF","Afghanistan","EMRO",82,36915,6,1298
"2020-08-06","AF","Afghanistan","EMRO",67,36982,4,1302
"2020-08-07","AF","Afghanistan","EMRO",41,37023,0,1302
"2020-08-08","AF","Afghanistan","EMRO",78,37101,9,1311
"2020-08-09","AF","Afghanistan","EMRO",39,37140,5,1316
"2020-08-10","AF","Afghanistan","EMRO",0,37140,0,1316
"2020-08-11","AF","Afghanistan","EMRO",215,37355,32,1348
"2020-08-12","AF","Afghanistan","EMRO",76,37431,10,1358
"2020-08-13","AF","Afghanistan","EMRO",79,37510,9,1367
"2020-08-14","AF","Afghanistan","EMRO",7,37517,0,1367
"2020-08-15","AF","Afghanistan","EMRO",120,37637,7,1374
"2020-08-16","AF","Afghanistan","EMRO",45,37682,5,1379
"2020-08-17","AF","Afghanistan","EMRO",0,37682,0,1379
"2020-08-18","AF","Afghanistan","EMRO",3,37685,0,1379
"2020-08-19","AF","Afghanistan","EMRO",0,37685,0,1379
"2020-08-20","AF","Afghanistan","EMRO",160,37845,8,1387
"2020-08-21","AF","Afghanistan","EMRO",97,37942,2,1389
"2020-08-22","AF","Afghanistan","EMRO",38,37980,0,1389
"2020-08-23","AF","Afghanistan","EMRO",59,38039,0,1389
"2020-08-24","AF","Afghanistan","EMRO",46,38085,2,1391
"2020-08-25","AF","Afghanistan","EMRO",71,38156,10,1401
"2020-08-26","AF","Afghanistan","EMRO",43,38199,4,1405
"2020-08-27","AF","Afghanistan","EMRO",16,38215,0,1405
"2020-08-28","AF","Afghanistan","EMRO",11,38226,1,1406
"2020-08-29","AF","Afghanistan","EMRO",3,38229,0,1406
"2020-08-30","AF","Afghanistan","EMRO",0,38229,0,1406
"2020-08-31","AF","Afghanistan","EMRO",19,38248,0,1406
"2020-09-01","AF","Afghanistan","EMRO",34,38282,4,1410
"2020-09-02","AF","Afghanistan","EMRO",47,38329,3,1413
"2020-09-03","AF","Afghanistan","EMRO",45,38374,0,1413
"2020-09-04","AF","Afghanistan","EMRO",0,38374,0,1413
"2020-09-05","AF","Afghanistan","EMRO",16,38390,0,1413
"2020-09-06","AF","Afghanistan","EMRO",94,38484,3,1416
"2020-09-07","AF","Afghanistan","EMRO",96,38580,3,1419
"2020-09-08","AF","Afghanistan","EMRO",26,38606,3,1422
"2020-09-09","AF","Afghanistan","EMRO",24,38630,2,1424
"2020-09-10","AF","Afghanistan","EMRO",28,38658,0,1424
"2020-09-11","AF","Afghanistan","EMRO",34,38692,0,1424
"2020-09-12","AF","Afghanistan","EMRO",35,38727,0,1424
"2020-09-13","AF","Afghanistan","EMRO",75,38802,0,1424
"2020-09-14","AF","Afghanistan","EMRO",56,38858,5,1429
"2020-09-15","AF","Afghanistan","EMRO",43,38901,1,1430
"2020-09-16","AF","Afghanistan","EMRO",40,38941,10,1440
"2020-09-17","AF","Afghanistan","EMRO",17,38958,0,1440
"2020-09-18","AF","Afghanistan","EMRO",11,38969,1,1441
"2020-09-19","AF","Afghanistan","EMRO",36,39005,0,1441
"2020-09-20","AF","Afghanistan","EMRO",125,39130,4,1445
"2020-09-21","AF","Afghanistan","EMRO",30,39160,3,1448
"2020-09-22","AF","Afghanistan","EMRO",22,39182,1,1449
"2020-09-23","AF","Afghanistan","EMRO",49,39231,1,1450
"2020-09-24","AF","Afghanistan","EMRO",25,39256,5,1455
"2020-09-25","AF","Afghanistan","EMRO",16,39272,0,1455
"2020-09-26","AF","Afghanistan","EMRO",6,39278,2,1457
"2020-09-27","AF","Afghanistan","EMRO",35,39313,0,1457
"2020-09-28","AF","Afghanistan","EMRO",12,39325,3,1460
"2020-09-29","AF","Afghanistan","EMRO",15,39340,2,1462
"2020-09-30","AF","Afghanistan","EMRO",14,39354,0,1462
"2020-10-01","AF","Afghanistan","EMRO",17,39371,0,1462
"2020-10-02","AF","Afghanistan","EMRO",5,39376,0,1462
"2020-10-03","AF","Afghanistan","EMRO",7,39383,4,1466
"2020-10-04","AF","Afghanistan","EMRO",44,39427,0,1466
"2020-10-05","AF","Afghanistan","EMRO",81,39508,4,1470
"2020-10-06","AF","Afghanistan","EMRO",64,39572,1,1471
"2020-10-07","AF","Afghanistan","EMRO",62,39634,2,1473
"2020-10-08","AF","Afghanistan","EMRO",68,39702,1,1474
"2020-10-09","AF","Afghanistan","EMRO",77,39779,2,1476
"2020-10-10","AF","Afghanistan","EMRO",10,39789,1,1477
"2020-10-11","AF","Afghanistan","EMRO",96,39885,4,1481
"2020-10-12","AF","Afghanistan","EMRO",71,39956,2,1483
"2020-10-13","AF","Afghanistan","EMRO",58,40014,1,1484
"2020-10-14","AF","Afghanistan","EMRO",66,40080,1,1485
"2020-10-15","AF","Afghanistan","EMRO",32,40112,0,1485
"2020-10-16","AF","Afghanistan","EMRO",47,40159,4,1489
"2020-10-17","AF","Afghanistan","EMRO",68,40227,3,1492
"2020-10-18","AF","Afghanistan","EMRO",59,40286,4,1496
"2020-10-19","AF","Afghanistan","EMRO",87,40373,5,1501
"2020-10-20","AF","Afghanistan","EMRO",88,40461,2,1503
"2020-10-21","AF","Afghanistan","EMRO",0,40461,0,1503
"2020-10-22","AF","Afghanistan","EMRO",49,40510,0,1503
"2020-10-23","AF","Afghanistan","EMRO",116,40626,2,1505
"2020-10-24","AF","Afghanistan","EMRO",61,40687,2,1507
"2020-10-25","AF","Afghanistan","EMRO",81,40768,4,1511
"2020-10-26","AF","Afghanistan","EMRO",65,40833,3,1514
"2020-10-27","AF","Afghanistan","EMRO",104,40937,4,1518
"2020-10-28","AF","Afghanistan","EMRO",95,41032,5,1523
"2020-10-29","AF","Afghanistan","EMRO",113,41145,6,1529
"2020-10-30","AF","Afghanistan","EMRO",123,41268,3,1532
"2020-10-31","AF","Afghanistan","EMRO",66,41334,1,1533
"2020-11-01","AF","Afghanistan","EMRO",91,41425,3,1536
"2020-11-02","AF","Afghanistan","EMRO",76,41501,0,1536
"2020-11-03","AF","Afghanistan","EMRO",132,41633,5,1541
"2020-11-04","AF","Afghanistan","EMRO",95,41728,3,1544
"2020-11-05","AF","Afghanistan","EMRO",86,41814,4,1548
"2020-11-06","AF","Afghanistan","EMRO",121,41935,6,1554
"2020-11-07","AF","Afghanistan","EMRO",40,41975,0,1554
"2020-11-08","AF","Afghanistan","EMRO",58,42033,2,1556
"2020-11-09","AF","Afghanistan","EMRO",126,42159,6,1562
"2020-11-10","AF","Afghanistan","EMRO",138,42297,12,1574
"2020-11-11","AF","Afghanistan","EMRO",166,42463,3,1577
"2020-11-12","AF","Afghanistan","EMRO",146,42609,4,1581
"2020-11-13","AF","Afghanistan","EMRO",186,42795,10,1591
"2020-11-14","AF","Afghanistan","EMRO",174,42969,4,1595
"2020-11-15","AF","Afghanistan","EMRO",66,43035,10,1605
"2020-11-16","AF","Afghanistan","EMRO",205,43240,12,1617
"2020-11-17","AF","Afghanistan","EMRO",163,43403,9,1626
"2020-11-18","AF","Afghanistan","EMRO",225,43628,12,1638
"2020-11-19","AF","Afghanistan","EMRO",223,43851,7,1645
"2020-11-20","AF","Afghanistan","EMRO",377,44228,5,1650
"2020-11-21","AF","Afghanistan","EMRO",215,44443,11,1661
"2020-11-22","AF","Afghanistan","EMRO",60,44503,14,1675
"2020-11-23","AF","Afghanistan","EMRO",203,44706,12,1687
"2020-11-24","AF","Afghanistan","EMRO",282,44988,8,1695
"2020-11-25","AF","Afghanistan","EMRO",290,45278,17,1712
"2020-11-26","AF","Afghanistan","EMRO",212,45490,13,1725
"2020-11-27","AF","Afghanistan","EMRO",226,45716,12,1737
"2020-11-28","AF","Afghanistan","EMRO",123,45839,3,1740
"2020-11-29","AF","Afghanistan","EMRO",127,45966,12,1752
"2020-11-30","AF","Afghanistan","EMRO",249,46215,11,1763
"2020-12-01","AF","Afghanistan","EMRO",283,46498,11,1774
"2020-12-02","AF","Afghanistan","EMRO",219,46717,21,1795
"2020-12-03","AF","Afghanistan","EMRO",263,46980,27,1822
"2020-12-04","AF","Afghanistan","EMRO",278,47258,19,1841
"2020-12-05","AF","Afghanistan","EMRO",130,47388,6,1847
"2020-12-06","AF","Afghanistan","EMRO",253,47641,18,1865
"2020-12-07","AF","Afghanistan","EMRO",260,47901,10,1875
"2020-12-08","AF","Afghanistan","EMRO",235,48136,27,1902
"2020-12-09","AF","Afghanistan","EMRO",230,48366,6,1908
"2020-12-10","AF","Afghanistan","EMRO",174,48540,13,1921
"2020-12-11","AF","Afghanistan","EMRO",213,48753,18,1939
"2020-12-12","AF","Afghanistan","EMRO",73,48826,10,1949
